timestep,incidence,aPosterior,bPosterior,MeanR,StdR,RQuantile025,RQuantile05,RQuantile25,Rmedian,RQuantile75,RQuantile95,RQuantile975
22,0.7,4.7,0.3250972269972562,1.527956966887104,0.7047939932392556,0.4740148619308084,0.5800826425527889,1.0131743642986366,1.421064844696521,1.926831103544213,2.840830811849065,3.1875787943861362
23,0.7,5.300000000000001,0.3397665982754483,1.8007629708598762,0.7822014503370922,0.6091636963057185,0.7337039215935796,1.230706636033672,1.6888619048639426,2.2494032058530316,3.249884285765359,3.626651147293281
24,0.7,5.9,0.34918486890199074,2.0601907265217454,0.8481670995467772,0.7480864678040585,0.8894710248626438,1.4433602416667342,1.9450379102097146,2.552014894072089,3.624040337262235,4.025198805932984
25,0.1,5.3,0.3501844993070623,1.8559778463274301,0.8061852596278171,0.6278418333926966,0.7562007028559693,1.268442481753136,1.7406456772248504,2.31837425862195,3.3495320234333605,3.737851285624892
26,0.1,4.7,0.3414444124644452,1.6047887385828925,0.7402338468180132,0.4978502201519731,0.6092515119144077,1.064120813140327,1.492521654069282,2.023719858039346,2.98367911785013,3.3478629722131856
27,0.1,4.1,0.3244068525309832,1.3300680953770312,0.6568738116816214,0.37007921461115006,0.4621369620679435,0.8491944629601867,1.2236361563400315,1.695626785106686,2.5614754748898068,2.8928437501537667
28,0.1,3.5,0.30543128556934046,1.0690094994926915,0.571409612901192,0.2580694581491463,0.3309882345377495,0.6497824861640636,0.9691046357142248,1.3801137967186985,2.1482723958632186,2.4453995889594213
29,0.1,2.9000000000000004,0.2900548399369809,0.8411590358172447,0.49394559365937873,0.16708014889798972,0.22242787416120902,0.47812471624444053,0.7467008843818254,1.1021281275980852,1.7825926401222545,2.04934674974822
30,0.1,2.3,0.28099367559933525,0.646285453878471,0.4261480085271973,0.09616654627396072,0.13544114323101183,0.33295562774590265,0.5554192188145676,0.8616718197587088,1.4676304406039067,1.7094125984600594
31,0.1,1.7,0.2790746443796612,0.474426895445424,0.3638688185741922,0.04358511688617115,0.06760519049841272,0.20792811439530684,0.38533568531563295,0.6452969184089702,1.1857164742317534,1.4068463509214728
32,0.0,1.6,0.2846454395450368,0.45543270327205887,0.36005116581683155,0.03730508441666011,0.05923015383913286,0.1921498463458743,0.36485742493473816,0.6215900986348967,1.1611654211263838,1.383138044185359
33,0.0,1.5,0.29860985076101865,0.44791477614152797,0.3657208832665654,0.03221929856962699,0.05253238821696195,0.1810371346106459,0.3532515542588936,0.6133961340519757,1.1667773664639014,1.3957627025961818
34,0.0,1.4,0.3224914148095963,0.4514879807334348,0.381576987875649,0.027995395398739742,0.04706004651960478,0.17378055825700126,0.3497005029116774,0.620304514603027,1.2037040294553534,1.4466583956094596
35,0.3,1.6,0.3583271864726804,0.5733234983562887,0.45325202272541854,0.04696167260404202,0.07456214444694263,0.24188869469444316,0.4593024035427991,0.7824914797128781,1.461738291140794,1.7411695218740677
36,0.9,2.4,0.4078388321376556,0.9788131971303734,0.6318212019223289,0.15428585727207614,0.21484707546138723,0.5142098678597925,0.8467374617094179,1.300983322051878,2.1940813606673184,2.549243880793424
37,3.7,6.0,0.472638167978053,2.835829007868318,1.1577223445100735,1.0406992660513184,1.2350105015965893,1.994159393129022,2.6799345963731325,3.508252196987546,4.968861559156917,5.514899097330613
38,6.4,12.3,0.5501542813716289,6.766897660871036,1.929465656530808,3.5296796021704124,3.935150760348861,5.385531326916998,6.584422802531799,7.949733572747368,10.221342432102036,11.040005076416131
39,12.6,24.9,0.6139739275991348,15.287950797218457,3.0637237466701435,9.88397156878864,10.620928542941746,13.125439764193748,15.083787049995065,17.22811076070578,20.651538083083153,21.85157753564505
40,16.9,41.8,0.5871731610355808,24.543838131287277,3.7962459113568463,17.67405266355993,18.65073931961916,21.887988740591236,24.348393648392822,26.98674931214777,31.103697727351662,32.5239795056164
41,25.6,67.4,0.4317286432510595,29.09851055512141,3.5443843587552974,22.56913535070997,23.524070542071577,26.635969551753895,28.954728221408956,31.40436565456013,35.163442344732914,36.44483480204172
42,27.1,94.19999999999999,0.25628124992970464,24.141693743378173,2.4873808409596405,19.513599449313254,20.201109190891053,22.420698304108015,24.05632060893936,25.76964500057657,28.373509514507724,29.254891160832994
43,38.6,131.9,0.14267181981279875,18.818413033308158,1.6385533965821697,15.744098536745403,16.206746397865608,17.68884402212699,18.77087718546891,19.896171219056452,21.59223495531832,22.16284387460859
44,48.9,177.1,0.08158180884675792,14.448138346760826,1.085681933531619,12.398532862958227,12.709919114405794,13.701793468331669,14.420953528582356,15.164852272666538,16.279090073425586,16.65222186315677
45,85.6,256.3,0.04933889343622709,12.645558387705004,0.7898847116716242,11.144660701286679,11.37496214873021,12.104205857023333,12.629115897868534,13.1689881662486,13.97224252408426,14.239892774499495
46,122.7,366.4,0.03152207056002426,11.54968665319289,0.6033821654872779,10.397212726572654,10.575452478593505,11.13718765112412,11.539180997427838,11.950733892966342,12.55975704019568,12.761861294519884
47,143.7,493.2,0.020993074557909622,10.353784371961025,0.466216438231319,9.460060183103899,9.599045583791998,10.035628546022814,10.346787521854997,10.6643131068409,11.13239027506291,11.287270063871784
48,146.9,614.5,0.01433819306551427,8.810819638758518,0.35543105245032314,8.127865880276044,8.234451815064649,8.568551246388138,8.80604070224472,9.047878582862568,9.403488967902438,9.520931140879703
49,227.1,814.5,0.00996231106447209,8.114302362012518,0.2843188425017753,7.566542681731775,7.652371311991688,7.920765178210579,8.110981833369918,8.304219852308007,8.58756009598511,8.680932040114898
