Confirmed,Deaths,Recovered,Active,Date,Confirmed_Incidence,Active_Incidence,Deaths_Incidence,Recovered_Incidence
12,1,4,7,2020-02-24 00:00:00,0.6666666666666666,0.0,0.0,2.3333333333333335
14,1,11,2,2020-02-25 00:00:00,2.0,1.0,0.3333333333333333,2.3333333333333335
18,2,11,5,2020-02-26 00:00:00,8.666666666666666,7.666666666666667,0.3333333333333333,2.3333333333333335
38,2,11,25,2020-02-27 00:00:00,14.333333333333334,14.0,0.3333333333333333,0.0
57,2,11,44,2020-02-28 00:00:00,27.333333333333332,27.0,0.0,0.3333333333333333
100,2,12,86,2020-02-29 00:00:00,30.666666666666668,30.333333333333332,0.0,0.3333333333333333
130,2,12,116,2020-03-01 00:00:00,44.666666666666664,44.0,0.3333333333333333,0.3333333333333333
191,3,12,176,2020-03-02 00:00:00,34.666666666666664,34.0,0.6666666666666666,0.0
204,4,12,188,2020-03-03 00:00:00,52.666666666666664,52.0,0.6666666666666666,0.0
288,4,12,272,2020-03-04 00:00:00,63.0,62.0,1.0,0.0
380,6,12,362,2020-03-05 00:00:00,150.66666666666666,149.0,1.6666666666666667,0.0
656,9,12,635,2020-03-06 00:00:00,223.66666666666666,221.33333333333334,2.3333333333333335,0.0
959,11,12,936,2020-03-07 00:00:00,252.0,247.66666666666666,4.333333333333333,0.0
1136,19,12,1105,2020-03-08 00:00:00,187.66666666666666,184.33333333333334,3.3333333333333335,0.0
1219,19,12,1188,2020-03-09 00:00:00,278.3333333333333,271.0,7.333333333333333,0.0
1794,33,12,1749,2020-03-10 00:00:00,385.6666666666667,376.0,9.666666666666666,0.0
2293,48,12,2233,2020-03-11 00:00:00,358.0,348.3333333333333,9.666666666666666,0.0
2293,48,12,2233,2020-03-12 00:00:00,629.0,613.6666666666666,15.333333333333334,0.0
3681,79,12,3590,2020-03-13 00:00:00,734.3333333333334,720.0,14.333333333333334,0.0
4496,91,12,4393,2020-03-14 00:00:00,746.3333333333334,732.0,14.333333333333334,0.0
4532,91,12,4429,2020-03-15 00:00:00,1000.6666666666666,977.3333333333334,23.333333333333332,0.0
6683,149,12,6522,2020-03-16 00:00:00,1073.0,1053.6666666666667,19.333333333333332,0.0
7715,149,12,7554,2020-03-17 00:00:00,1530.6666666666667,1511.3333333333333,19.333333333333332,0.0
9124,149,12,8963,2020-03-18 00:00:00,1429.0,1397.3333333333333,31.666666666666668,0.0
10970,244,12,10714,2020-03-19 00:00:00,1681.0,1580.3333333333333,100.66666666666667,0.0
12758,451,12,12295,2020-03-20 00:00:00,1779.6666666666667,1641.6666666666667,138.0,0.0
14463,563,12,13888,2020-03-21 00:00:00,1757.6666666666667,1058.0,144.0,731.3333333333334
16243,676,2206,13361,2020-03-22 00:00:00,2455.0,1762.3333333333333,137.0,731.3333333333334
20123,862,2206,17055,2020-03-23 00:00:00,2719.6666666666665,1636.3333333333333,179.66666666666666,1079.3333333333333
22622,1102,3250,18270,2020-03-24 00:00:00,3119.0,2333.0,219.0,567.0
25600,1333,3907,20360,2020-03-25 00:00:00,3142.6666666666665,1947.6666666666667,278.6666666666667,916.3333333333334
29551,1698,4955,22898,2020-03-26 00:00:00,3593.3333333333335,2476.0,298.3333333333333,819.0
33402,1997,5707,25698,2020-03-27 00:00:00,4168.333333333333,3234.6666666666665,328.0,605.6666666666666
38105,2317,5724,30064,2020-03-28 00:00:00,3719.0,2657.6666666666665,304.3333333333333,757.0
40708,2611,7226,30871,2020-03-29 00:00:00,3922.6666666666665,2826.0,344.3333333333333,752.3333333333334
45170,3030,7964,34176,2020-03-30 00:00:00,4907.333333333333,3239.3333333333335,405.0,1263.0
52827,3532,9513,39782,2020-03-31 00:00:00,5680.333333333333,3803.6666666666665,601.0,1275.6666666666667
57749,4414,11053,42282,2020-04-01 00:00:00,4919.666666666667,2702.0,789.3333333333334,1528.0
59929,5398,12548,41983,2020-04-02 00:00:00,4125.0,1688.0,996.0,1540.6666666666667
65202,6520,14135,44547,2020-04-03 00:00:00,3917.0,1457.0,1053.3333333333333,1506.3333333333333
69500,7574,15572,46354,2020-04-04 00:00:00,3827.6666666666665,1662.3333333333333,898.3333333333334,1267.0
71412,8093,16349,46970,2020-04-05 00:00:00,3380.3333333333335,1480.6666666666667,802.0,1097.6666666666667
75343,8926,17428,48989,2020-04-06 00:00:00,3221.0,981.0,923.0,1317.0
79163,10343,19523,49297,2020-04-07 00:00:00,3881.6666666666665,1249.3333333333333,931.3333333333334,1701.0
83057,10887,21452,50718,2020-04-08 00:00:00,4007.6666666666665,912.0,1100.6666666666667,1995.0
87366,12228,23413,51725,2020-04-09 00:00:00,4191.666666666667,1343.6666666666667,957.3333333333334,1890.6666666666667
91738,13215,25195,53328,2020-04-10 00:00:00,3935.3333333333335,1210.3333333333333,988.0,1737.0
94863,13851,26663,54349,2020-04-11 00:00:00,11448.666666666666,9368.666666666666,728.0,1352.0
121712,14412,27469,79831,2020-04-12 00:00:00,11218.666666666666,9693.0,590.3333333333334,935.3333333333334
125394,14986,28001,82407,2020-04-13 00:00:00,11834.0,10493.333333333334,626.6666666666666,714.0
130365,15731,28805,85829,2020-04-14 00:00:00,3957.6666666666665,1999.3333333333333,919.0,1162.0
133585,17169,30955,85461,2020-04-15 00:00:00,6893.666666666667,4434.0,978.6666666666666,1603.6666666666667
146075,17922,32812,95341,2020-04-16 00:00:00,5906.333333333333,3293.3333333333335,984.0,1871.6666666666667
