Confirmed,Deaths,Recovered,Active,Date,Confirmed_Incidence,Active_Incidence,Deaths_Incidence,Recovered_Incidence
176369,7962,154011,14396,2020-05-17 00:00:00,439.3333333333333,0.0,35.333333333333336,1148.0
176551,8003,155041,13507,2020-05-18 00:00:00,675.3333333333334,169.66666666666666,47.666666666666664,1027.0
177778,8081,155681,14016,2020-05-19 00:00:00,701.3333333333334,169.66666666666666,60.666666666666664,985.0
178473,8144,156966,13363,2020-05-20 00:00:00,823.3333333333334,169.66666666666666,66.66666666666667,1015.3333333333334
179021,8203,158087,12731,2020-05-21 00:00:00,644.0,0.0,49.0,1127.6666666666667
179710,8228,159064,12418,2020-05-22 00:00:00,504.3333333333333,0.0,39.0,916.6666666666666
179986,8261,159716,12009,2020-05-23 00:00:00,435.6666666666667,0.0,26.666666666666668,731.3333333333334
180328,8283,160281,11764,2020-05-24 00:00:00,296.6666666666667,0.0,27.0,711.6666666666666
180600,8309,161199,11092,2020-05-25 00:00:00,404.6666666666667,0.0,37.0,750.3333333333334
181200,8372,161967,10861,2020-05-26 00:00:00,398.6666666666667,0.0,48.333333333333336,846.3333333333334
181524,8428,162820,10276,2020-05-27 00:00:00,532.0,30.0,53.666666666666664,720.3333333333334
182196,8470,163360,10366,2020-05-28 00:00:00,574.0,30.0,44.0,759.3333333333334
182922,8504,164245,10173,2020-05-29 00:00:00,555.0,30.0,34.0,696.0
183189,8530,164908,9751,2020-05-30 00:00:00,404.6666666666667,0.0,23.333333333333332,664.0
183410,8540,165352,9518,2020-05-31 00:00:00,224.0,0.0,17.0,462.3333333333333
183594,8555,165632,9407,2020-06-01 00:00:00,230.0,0.0,11.0,567.0
183879,8563,166609,8707,2020-06-02 00:00:00,237.0,0.0,20.666666666666668,700.3333333333334
184121,8602,167453,8066,2020-06-03 00:00:00,292.6666666666667,0.0,26.666666666666668,759.0
184472,8635,167909,7928,2020-06-04 00:00:00,348.3333333333333,0.0,31.666666666666668,623.6666666666666
184924,8658,168480,7786,2020-06-05 00:00:00,443.0,11.0,23.666666666666668,501.6666666666667
185450,8673,168958,7819,2020-06-06 00:00:00,426.0,18.333333333333332,16.666666666666668,438.3333333333333
185750,8685,169224,7841,2020-06-07 00:00:00,395.0,24.0,12.333333333333334,358.6666666666667
186109,8695,169556,7858,2020-06-08 00:00:00,352.0,13.0,21.0,390.3333333333333
186506,8736,170129,7641,2020-06-09 00:00:00,257.3333333333333,5.666666666666667,22.333333333333332,468.6666666666667
186522,8752,170630,7140,2020-06-10 00:00:00,194.0,0.0,25.666666666666668,468.3333333333333
186691,8772,170961,6958,2020-06-11 00:00:00,240.0,0.0,15.666666666666666,468.6666666666667
187226,8783,171535,6908,2020-06-12 00:00:00,248.33333333333334,0.0,13.666666666666666,446.6666666666667
187267,8793,171970,6504,2020-06-13 00:00:00,275.6666666666667,41.333333333333336,9.666666666666666,376.0
187518,8801,172089,6628,2020-06-14 00:00:00,152.0,41.333333333333336,8.0,385.6666666666667
187682,8807,172692,6183,2020-06-15 00:00:00,328.3333333333333,177.0,9.0,290.6666666666667
188252,8820,172842,6590,2020-06-16 00:00:00,362.0,135.66666666666666,16.666666666666668,503.3333333333333
188604,8851,173599,6154,2020-06-17 00:00:00,711.6666666666666,449.3333333333333,22.666666666666668,385.0
189817,8875,173847,7095,2020-06-18 00:00:00,682.3333333333334,428.6666666666667,22.333333333333332,376.6666666666667
190299,8887,173972,7440,2020-06-19 00:00:00,688.6666666666666,428.6666666666667,14.666666666666666,336.6666666666667
190670,8895,174609,7166,2020-06-20 00:00:00,485.0,272.0,6.666666666666667,297.6666666666667
191272,8895,174740,7637,2020-06-21 00:00:00,489.6666666666667,186.66666666666666,4.0,390.3333333333333
191768,8899,175143,7726,2020-06-22 00:00:00,603.3333333333334,191.66666666666666,6.333333333333333,405.3333333333333
192480,8914,175825,7741,2020-06-23 00:00:00,533.0,34.666666666666664,11.0,560.6666666666666
192871,8928,176422,7521,2020-06-24 00:00:00,534.3333333333334,53.666666666666664,13.666666666666666,540.3333333333334
193371,8940,176764,7667,2020-06-25 00:00:00,518.6666666666666,133.66666666666666,17.0,441.3333333333333
194036,8965,177149,7922,2020-06-26 00:00:00,529.0,150.33333333333334,13.333333333333334,365.3333333333333
194458,8968,177518,7972,2020-06-27 00:00:00,440.6666666666667,133.66666666666666,9.333333333333334,297.6666666666667
194693,8968,177657,8068,2020-06-28 00:00:00,335.3333333333333,124.66666666666667,3.6666666666666665,207.0
195042,8976,177770,8296,2020-06-29 00:00:00,320.0,118.66666666666667,7.333333333333333,194.0
195418,8990,178100,8328,2020-06-30 00:00:00,400.0,86.66666666666667,9.0,481.0
195893,8995,179100,7798,2020-07-01 00:00:00,442.6666666666667,10.666666666666666,10.0,676.6666666666666
196370,9006,179800,7564,2020-07-02 00:00:00,454.0,0.0,6.666666666666667,733.3333333333334
196780,9010,180300,7470,2020-07-03 00:00:00,435.0,0.0,8.333333333333334,633.3333333333334
197198,9020,181000,7178,2020-07-04 00:00:00,384.3333333333333,0.0,5.666666666666667,639.6666666666666
197523,9023,181719,6781,2020-07-05 00:00:00,428.0,33.666666666666664,4.333333333333333,620.0
198064,9022,182160,6882,2020-07-06 00:00:00,381.6666666666667,33.666666666666664,4.333333333333333,553.6666666666666
198343,9032,182661,6650,2020-07-07 00:00:00,392.0,33.666666666666664,8.0,478.0
198699,9046,183153,6500,2020-07-08 00:00:00,312.3333333333333,0.0,11.666666666666666,522.6666666666666
199001,9057,183728,6216,2020-07-09 00:00:00,329.6666666666667,8.333333333333334,10.333333333333334,455.6666666666667
199332,9063,184028,6241,2020-07-10 00:00:00,336.6666666666667,52.333333333333336,8.0,371.0
199709,9070,184266,6373,2020-07-11 00:00:00,306.0,72.66666666666667,4.666666666666667,228.66666666666666
199919,9071,184414,6434,2020-07-12 00:00:00,282.6666666666667,64.33333333333333,3.6666666666666665,357.3333333333333
200180,9074,185100,6006,2020-07-13 00:00:00,249.0,111.0,2.6666666666666665,278.0
200456,9078,185100,6278,2020-07-14 00:00:00,323.6666666666667,90.66666666666667,3.0,528.6666666666666
200890,9080,186000,5810,2020-07-15 00:00:00,423.3333333333333,141.66666666666666,4.333333333333333,433.3333333333333
201450,9087,186400,5963,2020-07-16 00:00:00,529.6666666666666,82.33333333333333,3.3333333333333335,600.0
202045,9088,186900,6057,2020-07-17 00:00:00,512.0,108.33333333333333,3.6666666666666665,400.0
202426,9091,187200,6135,2020-07-18 00:00:00,428.3333333333333,93.33333333333333,1.6666666666666667,333.3333333333333
202735,9092,187400,6243,2020-07-19 00:00:00,426.6666666666667,62.0,2.0,390.0
203325,9094,188070,6161,2020-07-20 00:00:00,430.3333333333333,114.66666666666667,2.6666666666666665,340.3333333333333
203717,9099,188221,6397,2020-07-21 00:00:00,513.6666666666666,128.33333333333334,3.3333333333333335,409.3333333333333
204276,9102,188628,6546,2020-07-22 00:00:00,518.6666666666666,156.66666666666666,5.333333333333333,356.6666666666667
204881,9110,189140,6631,2020-07-23 00:00:00,635.3333333333334,136.66666666666666,7.0,491.6666666666667
205623,9120,189696,6807,2020-07-24 00:00:00,667.3333333333334,229.66666666666666,7.333333333333333,430.3333333333333
206278,9124,189919,7235,2020-07-25 00:00:00,595.3333333333334,285.6666666666667,4.666666666666667,305.0
206667,9124,190055,7488,2020-07-26 00:00:00,496.3333333333333,288.6666666666667,1.6666666666666667,206.0
207112,9125,190314,7673,2020-07-27 00:00:00,476.3333333333333,210.0,2.3333333333333335,264.0
207707,9131,190711,7865,2020-07-28 00:00:00,626.3333333333334,214.66666666666666,3.6666666666666665,408.0
208546,9135,191279,8132,2020-07-29 00:00:00,807.6666666666666,389.0,6.333333333333333,412.3333333333333
209535,9144,191551,8840,2020-07-30 00:00:00,897.3333333333334,465.0,5.333333333333333,427.0
210399,9147,191992,9260,2020-07-31 00:00:00,819.6666666666666,376.0,6.333333333333333,452.3333333333333
211005,9154,192636,9215,2020-08-01 00:00:00,561.6666666666666,140.0,3.3333333333333335,452.3333333333333
211220,9154,192908,9158,2020-08-02 00:00:00,570.6666666666666,68.33333333333333,2.3333333333333335,534.0
212111,9154,193594,9363,2020-08-03 00:00:00,607.6666666666666,111.33333333333333,3.0,512.3333333333334
212828,9163,194173,9492,2020-08-04 00:00:00,964.3333333333334,402.6666666666667,8.333333333333334,553.3333333333334
214113,9179,194568,10366,2020-08-05 00:00:00,976.0,404.6666666666667,9.0,562.3333333333334
215039,9181,195281,10577,2020-08-06 00:00:00,1122.6666666666667,524.6666666666666,10.666666666666666,587.3333333333334
216196,9195,195935,11066,2020-08-07 00:00:00,930.0,262.0,7.333333333333333,660.6666666666666
216903,9201,196550,11152,2020-08-08 00:00:00,749.6666666666666,242.0,7.0,500.6666666666667
217288,9202,196783,11303,2020-08-09 00:00:00,770.6666666666666,285.6666666666667,2.6666666666666665,482.3333333333333
218508,9203,197382,11923,2020-08-10 00:00:00,879.0,277.6666666666667,2.3333333333333335,599.0
219540,9208,198347,11985,2020-08-11 00:00:00,1190.3333333333333,450.6666666666667,3.6666666666666665,736.0
220859,9213,198991,12655,2020-08-12 00:00:00,1257.6666666666667,495.6666666666667,4.666666666666667,757.3333333333334
222281,9217,199654,13410,2020-08-13 00:00:00,1417.0,712.0,7.333333333333333,697.6666666666666
223791,9230,200440,14121,2020-08-14 00:00:00,1209.6666666666667,614.0,7.333333333333333,588.3333333333334
224488,9235,200756,14497,2020-08-15 00:00:00,908.6666666666666,391.6666666666667,6.0,511.0
225007,9235,201187,14585,2020-08-16 00:00:00,969.6666666666666,364.6666666666667,2.0,603.0
226700,9236,202249,15215,2020-08-17 00:00:00,1210.6666666666667,239.33333333333334,2.0,973.6666666666666
228120,9241,203677,15202,2020-08-18 00:00:00,1566.3333333333333,477.0,4.666666666666667,1089.0
229706,9249,204454,16003,2020-08-19 00:00:00,1530.6666666666667,489.3333333333333,9.0,1036.6666666666667
231292,9263,205359,16670,2020-08-20 00:00:00,1636.3333333333333,635.0,8.333333333333334,993.0
233029,9266,206656,17107,2020-08-21 00:00:00,1385.0,368.0,7.666666666666667,1050.6666666666667
233861,9272,207606,16983,2020-08-22 00:00:00,1067.3333333333333,229.33333333333334,4.0,875.3333333333334
234494,9275,207985,17234,2020-08-23 00:00:00,1031.0,403.3333333333333,3.3333333333333335,665.6666666666666
236122,9276,208653,18193,2020-08-24 00:00:00,1240.6666666666667,403.3333333333333,3.0,909.0
237583,9281,210333,17969,2020-08-25 00:00:00,1505.3333333333333,341.3333333333333,3.3333333333333335,1235.3333333333333
239010,9285,211691,18034,2020-08-26 00:00:00,1483.0,134.33333333333334,4.666666666666667,1418.6666666666667
240571,9290,212909,18372,2020-08-27 00:00:00,1514.3333333333333,227.0,3.0,1284.3333333333333
242126,9290,214186,18650,2020-08-28 00:00:00,1275.0,237.33333333333334,4.666666666666667,1033.0
242835,9299,214790,18746,2020-08-29 00:00:00,911.3333333333334,124.66666666666667,3.3333333333333335,791.3333333333334
243305,9300,215283,18722,2020-08-30 00:00:00,892.0,32.0,4.333333333333333,869.6666666666666
244802,9303,216795,18704,2020-08-31 00:00:00,1060.0,0.0,2.6666666666666665,1204.3333333333333
246015,9307,218403,18305,2020-09-01 00:00:00,1368.6666666666667,0.0,7.333333333333333,1540.3333333333333
247411,9322,219904,18185,2020-09-02 00:00:00,1346.0,0.0,6.333333333333333,1576.6666666666667
248840,9322,221525,17993,2020-09-03 00:00:00,1422.6666666666667,53.666666666666664,6.666666666666667,1466.3333333333333
250283,9327,222802,18154,2020-09-04 00:00:00,1215.6666666666667,55.333333333333336,2.3333333333333335,1222.0
251058,9329,223570,18159,2020-09-05 00:00:00,962.6666666666666,63.333333333333336,2.6666666666666665,896.6666666666666
251728,9330,224215,18183,2020-09-06 00:00:00,1114.3333333333333,145.66666666666666,1.3333333333333333,967.3333333333334
253626,9331,225704,18591,2020-09-07 00:00:00,1299.6666666666667,144.0,2.3333333333333335,1269.6666666666667
254957,9336,227379,18242,2020-09-08 00:00:00,1568.3333333333333,157.66666666666666,4.0,1523.0
256433,9342,228784,18307,2020-09-09 00:00:00,1507.6666666666667,93.0,4.666666666666667,1526.3333333333333
258149,9345,230283,18521,2020-09-10 00:00:00,1592.6666666666667,265.3333333333333,4.0,1323.3333333333333
259735,9348,231349,19038,2020-09-11 00:00:00,1461.3333333333333,401.6666666666667,3.3333333333333335,1056.3333333333333
260817,9352,231953,19512,2020-09-12 00:00:00,1196.0,440.3333333333333,3.0,752.6666666666666
261737,9354,232541,19842,2020-09-13 00:00:00,1162.3333333333333,270.3333333333333,2.6666666666666665,889.3333333333334
263222,9356,234017,19849,2020-09-14 00:00:00,1399.0,341.0,5.0,1053.0
265014,9367,235112,20535,2020-09-15 00:00:00,1710.6666666666667,343.6666666666667,6.333333333333333,1360.6666666666667
266869,9373,236623,20873,2020-09-16 00:00:00,1942.0,462.0,6.666666666666667,1473.3333333333333
269048,9376,238437,21235,2020-09-17 00:00:00,2077.6666666666665,557.3333333333334,6.333333333333333,1514.0
271247,9386,239654,22207,2020-09-18 00:00:00,2021.0,720.3333333333334,5.0,1295.6666666666667
272932,9388,240510,23034,2020-09-19 00:00:00,1639.0,716.0,4.666666666666667,918.3333333333334
273965,9390,241192,23383,2020-09-20 00:00:00,1437.6666666666667,435.6666666666667,1.3333333333333333,1000.6666666666666
275560,9390,242656,23514,2020-09-21 00:00:00,1493.3333333333333,160.0,5.666666666666667,1394.3333333333333
277412,9405,244693,23314,2020-09-22 00:00:00,1686.6666666666667,237.66666666666666,11.0,1504.6666666666667
279025,9423,245706,23896,2020-09-23 00:00:00,1928.6666666666667,276.6666666666667,15.333333333333334,1703.3333333333333
281346,9436,247766,24144,2020-09-24 00:00:00,2100.0,594.3333333333334,15.333333333333334,1490.3333333333333
283712,9451,249164,25097,2020-09-25 00:00:00,2000.3333333333333,522.3333333333334,12.0,1466.0
285026,9459,250104,25463,2020-09-26 00:00:00,1664.3333333333333,621.6666666666666,9.333333333333334,1033.3333333333333
286339,9464,250866,26009,2020-09-27 00:00:00,1639.6666666666667,457.6666666666667,5.666666666666667,1176.3333333333333
288631,9468,252693,26470,2020-09-28 00:00:00,1815.0,335.6666666666667,8.0,1702.6666666666667
290471,9483,255212,25776,2020-09-29 00:00:00,2191.3333333333335,414.0,10.333333333333334,1998.3333333333333
292913,9495,256861,26557,2020-09-30 00:00:00,2302.6666666666665,678.0,13.666666666666666,1842.3333333333333
295539,9509,258220,27810,2020-10-01 00:00:00,2634.3333333333335,1119.3333333333333,11.666666666666666,1503.3333333333333
298374,9518,259722,29134,2020-10-02 00:00:00,2371.3333333333335,1007.6666666666666,12.0,1351.6666666666667
300027,9531,260916,29580,2020-10-03 00:00:00,2011.3333333333333,742.6666666666666,8.0,1260.6666666666667
301573,9533,262002,30038,2020-10-04 00:00:00,2099.6666666666665,301.3333333333333,12.0,1967.3333333333333
304673,9554,265624,29495,2020-10-05 00:00:00,2366.6666666666665,259.0,11.666666666666666,2277.0
307127,9566,267747,29814,2020-10-06 00:00:00,3188.0,779.3333333333334,16.333333333333332,2573.3333333333335
311137,9582,269722,31833,2020-10-07 00:00:00,3756.0,1630.6666666666667,13.333333333333334,2112.0
315941,9594,271960,34387,2020-10-08 00:00:00,4456.0,2454.6666666666665,11.0,1990.3333333333333
320495,9599,273718,37178,2020-10-09 00:00:00,4108.666666666667,2358.6666666666665,12.666666666666666,1737.3333333333333
323463,9620,274934,38909,2020-10-10 00:00:00,3456.0,1771.0,10.666666666666666,1674.3333333333333
326309,9626,276983,39700,2020-10-11 00:00:00,4118.333333333333,2547.0,13.666666666666666,1557.6666666666667
332850,9640,278391,44819,2020-10-12 00:00:00,4617.0,2730.0,20.666666666666668,1866.3333333333333
337314,9682,280533,47099,2020-10-13 00:00:00,6059.333333333333,3805.0,30.0,2224.3333333333335
